;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Bairro;Rota;Setor;Cep Destinatário;
CARAGUAVA      ;267;PERUIBE;11750000;
VILA EMA       ;2069;REGIAO 16 S.PAULO P;3281000;
BELENZINHO     ;2066;REGIAO 14 S.PAULO N;3172010;
JARDIM AMERICA ;0;S.JOSE DO RIO PRETO;15055345;
SANTA CRUZ     ;0;BATATAIS;14305104;
PRADO VELHO    ;340;CURITIBA CENTRO;80215198;
JARDIM TROPICAL;2219;PRESIDENTE PRUDENTE;19063330;
JARDIM SAMELLO ;0;FRANCA;14403726;
DOM BERNARDO JO;0;RIBEIRAO PRETO;14057390;
ROCIO II       ;345;PALMEIRA;84130000;
CJ HABITACIONAL;2232;LINS;16401473;
JARDIM ALVORADA;2234;PROMISSÃO;16370000;
CENTRO         ;2217;ANDRADINA;16900060;
VILA BOA VISTA ;0;SAO CARLOS;13575000;
OURO FINO      ;348;SAO JOSE DOS PINHAIS;83015140;
JARDIM SOL NASC;2291;GARCA;17406430;
CAMPOS ELISEOS ;259;TAUBATE;12090403;
ITAGUASS+      ;257;APARECIDA DO NORTE;12576626;
ELDORADO       ;2082;DIADEMA;9971080;
ASSUNCAO       ;2081;SAO BERNARDO DO CAMP II;9810090;
PLANALTO       ;2081;SAO BERNARDO DO CAMP II;9895080;
TABOAO         ;2081;SAO BERNARDO DO CAMP I;9666040;
FERRAZOPOLIS   ;2081;SAO BERNARDO DO CAMP;9791120;
JARDIM REPUBLIC;2054;REGIAO 9 SAO PAULO I (2) - C;4812100;
MONTANHAO      ;2081;SAO BERNARDO DO CAMP;9785150;
JARDIM BRASIL  ;2088;REGIAO 19 S.PAULO S;2223000;
PARQUE NOVO MUN;2088;REGIAO 19 S.PAULO S;2178000;
JARDIM IZILDINH;2092;GUARULHOS C;7263360;
VILA CARMELA I ;2091;GUARULHOS B;7178001;
JARDIM CASA BRA;2018;EMBU;6810400;
JARDIM SAO JOAO;2033;FRANCISCO MORATO;7934230;
BRASILANDIA    ;2036;REGIAO 21 S.PAULO U - RISCO;2845120;
CJ HABITACIONAL;2071;REGIAO 22 S.PAULO V;8225590;
VILA ELZE      ;2069;REGIAO 16 S.PAULO P;3254120;
JARDIM BELA VIS;0;RIBEIRAO PRETO;14030786;
RES MOREIRA E G;0;MIRASSOL;15133056;
JARDIM GODOY   ;2231;BAURU;17021362;
JARDIM GURILAND;0;STA ROSA DE VITERBO;14270000;
JD ETELVINA    ;2073;REGIAO 22 S.PAULO V;8431740;
PARQUE MONDESIR;2204;LORENA;12609030;
VILA CRETI     ;2028;CARAPICUIBA;6386260;
RIO PEQUENO    ;2039;REGIAO 13 S.PAULO M;5386240;
CIDADE D ABRIL ;2037;REGIAO 21 S.PAULO U;5182300;
JARDIM EIJI MAT;269;REGISTRO;11900000;
JD SANTA CRUZ C;2063;REGIAO 7 SAO PAULO G;4455390;
VELOSO         ;2022;OSASCO I;6150000;
ADELINO SIMIONI;0;RIBEIRAO PRETO;14071540;
VILA PREL      ;2053;REGIAO 10 S.PAULO J (2);5780900;
PARADA INGLESA ;2088;REGIAO 19 S.PAULO S;2248050;
VILA CIDINHA   ;2096;MOGI DAS CRUZES;8735180;
GOPOUVA        ;2090;GUARULHOS A;7092090;
PARQUE DAS FLOR;0;S.JOSE DO RIO PRETO;15051018;
SANTA MONICA   ;252;CACAPAVA;12290460;
CENTRO         ;2081;SAO BERNARDO DO CAMP;9720010;
COOPERATIVA    ;2081;SAO BERNARDO DO CAMP II;9852140;
JARDIM SELMA   ;2063;REGIAO 7 SAO PAULO G;4431060;
JARDIM PAIVA   ;0;RIBEIRAO PRETO;14056752;
JORGE NAZAR    ;0;BATATAIS;14300000;
CACHOEIRA      ;0;BATATAIS;14313024;
NOVO PARAISO   ;2216;ARACATUBA;16074187;
VL CARDIA      ;2231;BAURU;17013231;
VILA MATHIAS   ;0;STA CRUZ RIO PARDO;18908040;
CJ HABITACIONAL;2219;PRESIDENTE PRUDENTE;19064285;
JARDIM SOCIAL B;0;SAO CARLOS;13575805;
JD DO CARMO    ;2094;ITAQUAQUECETUBA;8577710;
VILA SAO FRANCI;2095;REGIAO 18 S.PAULO R;3678000;
PARQUE JACARAND;2020;TABOAO DA SERRA;6774170;
JARDIM EMILIA  ;2013;EMBU GUACU;6900390;
CJ HB INSTITUTO;2053;REGIAO 10 S.PAULO J (3);5868750;
SITIO ITABERABA;2030;REGIAO 23 S.PAULO X;5270260;
VILA PROGRESSO ;2098;REGIAO 22 S.PAULO V;8041330;
JARDIM PEDRO JO;2098;REGIAO 22 S.PAULO V;8061240;
VILA MATHIAS   ;2096;MOGI DAS CRUZES;8850270;
JARDIM DA MAMAE;2091;GUARULHOS B;7131200;
CIDADE ANT ESTE;2071;REGIAO 22 S.PAULO V;8225330;
CARAPICUIBA    ;2028;CARAPICUIBA;6390020;
PARQUE JAGUARI ;2025;SANTANA DO PARNAIBA;6533220;
NOVA PETROPOLIS;2081;SAO BERNARDO DO CAMP;9770470;
JARDIM PLANALTO;2235;MACATUBA;17290000;
CJ HB VICENTE J;2235;GUAIANAS;17285250;
JARDIM SAO JOSE;2235;BOCAINA;17242060;
JARDIM RECANTO ;2217;BIRIGUI;16201135;
MORADA VERDE   ;0;OLIMPIA;15407670;
PARQUE DA FONTE;348;SAO JOSE DOS PINHAIS;83050170;
CAPAO RASO     ;340;CURITIBA;81130060;
JARDIM DO ESTAD;2077;SANTO ANDRE A;9175060;
PARQUE BOA ESPE;2065;REGIAO 24 S.PAULO Y;8341385;
JARDIM ARACARE ;2094;ITAQUAQUECETUBA;8574150;
PARQUE PERUCHE ;2023;REGIAO 20 S.PAULO T;2535000;
JARDIM BRANDI  ;0;JABOTICABAL;14871680;
JARDIM TRES MAR;2020;TABOAO DA SERRA;6790070;
UMUARAMA       ;2022;OSASCO;6028240;
SERPA          ;2034;CAIEIRAS;7714085;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
PARADA XV DE NO;2071;REGIAO 22 S.PAULO V;8246050;
JARDIM STELLA  ;2077;SANTO ANDRE A;9185750;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130410;
PARQUE PAULISTA;2098;REGIAO 22 S.PAULO V;8080570;
TERRA PRETA    ;2089;MAIRIPORA;7661800;
VILA SIRENA    ;2090;GUARULHOS A;7051050;
BRAS           ;2066;REGIAO 14 S.PAULO N;3016020;
VILA SUICA     ;2077;SANTO ANDRE A;9132210;
AMERICANOPOLIS ;2062;REGIAO 6 SAO PAULO F;4339020;
CIDADE NOVA HEL;2061;REGIAO 4 SAO PAULO D;4235090;
CJ RES GALO BRA;262;SAO JOSE DOS CAMPOS;12247510;
JARDIM SANTANA ;2231;BAURU;17020210;
NUCLEO HABITACI;2234;LENCOIS PAULISTA;18681470;
COESTER        ;0;FERNANDOPOLIS;15603105;
PQ DAS ACACIAS ;2221;MARTINOPOLIS;19500000;
QUINTINO FACCI ;0;RIBEIRAO PRETO;14070500;
JARDIM CIDADE A;0;ORLANDIA;14620000;
JARDIM RICETTI ;0;SAO CARLOS;13560831;
CIDADE JARDIM D;2234;LENCOIS PAULISTA;18682747;
CATUMBI        ;2066;REGIAO 14 S.PAULO N;3021000;
PARQUE EDU CHAV;2088;REGIAO 19 S.PAULO S;2231000;
VILA GEPINA    ;2094;ITAQUAQUECETUBA;8577060;
VILA BERNARDINO;2092;GUARULHOS C;7262180;
VILA SANTA MARI;2023;REGIAO 20 S.PAULO T;2563180;
PARQUE SANTO AN;259;TAUBATE;12061160;
JARDIM RECANTO ;268;SAO VICENTE;11325140;
BOQUEIRAO      ;265;SANTOS;11045002;
JARDIM VIRGINIA;264;GUARUJA;11442670;
JARDIM TIJUCO  ;2082;DIADEMA;9932060;
TABOAO         ;2082;DIADEMA;9940460;
JARDIM BELA VIS;2054;REGIAO 9 SAO PAULO I (2) - C;4829060;
JARDIM SAO BERN;2054;REGIAO 9 SAO PAULO I (2) - B;4844610;
VILA CAIUBA    ;2030;REGIAO 23 S.PAULO X;5207908;
CONCEICAO      ;2022;OSASCO I;6145122;
CENTRO         ;0;NUPORANGA;14670000;
LOTEAMENTO SOLO;0;CATANDUVA;15808165;
JARDIM IZOLINA ;0;IBITINGA;14943450;
CENTRO         ;209;SERRA NEGRA;13930000;
CJ HABITACIONAL;0;STA CRUZ RIO PARDO;18915380;
VILA ROMANA    ;2292;MARILIA;17514532;
JARDIM BELA VIS;2235;CERQUEIRA CESAR;18764266;
PARQUE DAS FLOR;2293;BORA;19740054;
BOA VISTA      ;340;CURITIBA;82560530;
JARDIM DO BOSQU;0;SAO LOURENCO TURVO;15997106;
VILA MILITAR   ;345;PALMEIRA;84130000;
CACHOEIRA      ;340;CURITIBA;82220350;
VILA BIANCA    ;2088;REGIAO 19 S.PAULO S;2022130;
PARQUE RESIDENC;2094;ITAQUAQUECETUBA;8594320;
PARQUE FABER CA;0;SAO CARLOS;13561353;
JARDIM VENEZA  ;0;ARARAQUARA;14806741;
DERBY CLUBE    ;0;BARRETOS;14787210;
JARDIM ITAMARAT;213;ARARAS;13606752;
MERCES         ;340;CURITIBA CENTRO;80810070;
OLIMPICO       ;2080;SAO CAETANO DO SUL;9570030;
PARQUE DAS FLOR;2065;REGIAO 24 S.PAULO Y;8391210;
VILA HELENA    ;2077;SANTO ANDRE A;9175440;
JARDIM PRIMAVER;2078;MAUA;9361210;
JARDIM VALE DO ;262;SAO JOSE DOS CAMPOS;12238110;
JARDIM BRASIL  ;2088;REGIAO 19 S.PAULO S;2227250;
VILA IORIO     ;2036;REGIAO 21 S.PAULO U;2964030;
VILA MANGALOT  ;2037;REGIAO 21 S.PAULO U;5133001;
CENTRO         ;345;PONTA GROSSA;84010750;
JOAO VACARO    ;0;GUAIRA;14790000;
JARDIM GUARAITU;352;PARANAGUA;83209380;
VILA APARECIDA ;2098;REGIAO 22 S.PAULO V;8020200;
JARDIM MARAGOGI;2094;ITAQUAQUECETUBA;8580380;
JARDIM SANTA MA;2092;GUARULHOS C;7273160;
CIDADE IND SATE;2092;GUARULHOS C;7232150;
JARDIM NOVA CID;2092;GUARULHOS C;7252340;
PARQUE SANTO AN;2090;GUARULHOS A;7062151;
JARDIM VITORIA ;2091;GUARULHOS B;7143860;
JARDIM BELA VIS;2235;ITAPUI;17235128;
JARDIM CEREJEIR;2293;BASTOS;17690000;
EMPRESARIAL GAT;2026;CAJAMAR;7789365;
LARANJEIRAS    ;2034;CAIEIRAS;7741200;
VILA SANTA ROSA;2032;JANDIRA;6604270;
VILA PEREIRA BA;2036;REGIAO 21 S.PAULO U;2920000;
JAGUARE        ;2039;REGIAO 13 S.PAULO M;5330000;
JARDIM PARANA  ;2036;REGIAO 21 S.PAULO U - RISCO;2876000;
VILA AMALIA    ;2023;REGIAO 20 S.PAULO T 2;2618010;
URBANO BROCHI  ;683;TAPIRATIBA;13760000;
CHACARA CALIFOR;2067;REGIAO 15 S.PAULO O;3406000;
JARDIM IMPERADO;2069;REGIAO 16 S.PAULO P;3935090;
VILA SILVIA    ;2095;REGIAO 18 S.PAULO R;3820290;
PARQUE SANTA BA;2014;REGIAO 10 S.PAULO J;4960020;
POZZOBON       ;0;VOTUPORANGA;15503026;
Jardim Paulista;0;BARRINHA;14860000;
JARDIM FLORIDA ;2231;BAURU;17024660;
MONTANHAO      ;2081;SAO BERNARDO DO CAMP;9791320;
SANTA MARIA    ;2080;SAO CAETANO DO SUL;9560410;
PARQUE BANDEIRA;2078;MAUA;9341360;
VILA GUARANI   ;2077;SANTO ANDRE A;9110710;
JARDIM CELESTE ;2060;REGIAO 4 SAO PAULO D;4195150;
Centro         ;213;BOM JESUS DO PERDOES;12955000;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
JARDIM LUCAS TE;213;SAO JOAO BOA VISTA;13876862;
BARCELONA      ;2080;SAO CAETANO DO SUL;9550160;
JARDIM MAUA    ;2078;MAUA;9340150;
CRISTO REI     ;340;CURITIBA CENTRO;80050240;
SANTA ELIZA    ;0;VOTUPORANGA;15505185;
XAXIM          ;340;CURITIBA;81810370;
SITIO CERCADO  ;340;CURITIBA;81935158;
ABRANCHES      ;340;CURITIBA;82130460;
XAXIM          ;340;CURITIBA;81830280;
GANCHINHO      ;340;CURITIBA;81935772;
BOQUEIRAO      ;340;CURITIBA;81670040;
ALTO BOQUEIRAO ;340;CURITIBA;81860050;
NUC HB BRUNO GI;2234;PEDERNEIRAS;17284544;
CENTRO         ;2235;GUAICARA;16430053;
CAJURU         ;340;CURITIBA;82940110;
UBERABA        ;340;CURITIBA;81550260;
VILA CONCEICAO ;2099;REGIAO 22 S.PAULO-V I;8151200;
CASA VERDE ALTA;2023;REGIAO 20 S.PAULO T;2564015;
VILA DALILA    ;2068;REGIAO 17 S.PAULO Q;3522010;
PARQUE SAO PAUL;2013;EMBU GUACU;6928800;
PROF REDHER    ;683;SAO JOSE DO RIO PARDO;13720000;
CENTRO         ;683;PORTO FERREIRA;13660039;
CENTRO         ;0;PATROCINIO PAULISTA;14415043;
JARDIM VITORIA ;0;S.JOSE DO RIO PRETO;15075220;
BOA VISTA      ;0;S.JOSE DO RIO PRETO;15025090;
JURUBATUBA     ;2055;REGIAO 9 SAO PAULO I;4696000;
TRES MARIAS    ;348;SAO JOSE DOS PINHAIS;83030680;
BACACHERI      ;340;CURITIBA;82510270;
TATUQUARA      ;340;CURITIBA;81480010;
PINHEIRINHO    ;340;CURITIBA;81880000;
CRISTO REI     ;340;CURITIBA CENTRO;80050240;
RESIDENCIAL MON;0;JALES;15707576;
CHAPADA        ;345;PONTA GROSSA;84063065;
JARDIM ZAIRA   ;2078;MAUA;9321170;
JARDIM NOVA AME;2076;SUZANO;8655775;
VILA METALURGIC;2077;SANTO ANDRE A;9220608;
PARQUE SAO VICE;2078;MAUA;9371200;
JARDIM NELIA   ;2099;REGIAO 22 S.PAULO-V I;8142230;
JD OLIVEIRA I  ;2091;GUARULHOS B;7140971;
SANTO AGOSTINHO;0;FRANCA;14401380;
IDA IOLANDA    ;0;NHANDEARA;15190000;
LOT SOCIAL ANTE;0;SAO CARLOS;13573300;
PORTAL DA PRIMA;2019;COTIA;6716623;
JARDIM VALE DO ;2217;BIRIGUI;16204076;
JARDIM BOA VIST;2053;REGIAO 10 S.PAULO J (3);5831110;
RESIDENCIAL SOL;2030;REGIAO 23 S.PAULO X;5280100;
MUNHOZ JUNIOR  ;2022;OSASCO II;6246170;
METALURGICOS   ;2022;OSASCO I;6150190;
CAPAO RASO     ;340;CURITIBA;81130020;
CENTRO         ;2082;DIADEMA;9910350;
VILA NASCENTE  ;2054;REGIAO 9 SAO PAULO I (2) - B;4846500;
CONJUNTO RESIDE;268;SAO VICENTE;11349330;
VILA MATIAS    ;268;SAO VICENTE;11345240;
VILA INDUSTRIAL;262;SAO JOSE DOS CAMPOS;12220470;
Centro         ;345;IVAI;84460000;
JARDIM BELA VIS;2077;SANTO ANDRE A;9041360;
JARDIM SANTA TE;2091;GUARULHOS B;7160630;
JARDIM PRESIDEN;2091;GUARULHOS B;7173190;
CIDADE NOVA HEL;2061;REGIAO 4 SAO PAULO D;4231000;
VILA MIRIM     ;266;PRAIA GRANDE;11704730;
PQ DOS PINHEIRO;2221;ALVARES MACHADO;19160000;
XAXIM          ;340;CURITIBA;81830610;
FAZENDINHA     ;340;CURITIBA;81330400;
OFICINAS       ;345;PONTA GROSSA;84036040;
VILA ALBOITT   ;352;PARANAGUA;83221591;
APARECIDA      ;0;JABOTICABAL;14882210;
CENTRO         ;683;CACONDE;13770000;
JARDIM TROPICAL;0;FRANCA;14407200;
CENTRO         ;0;UBARANA;15225019;
SANTA FELICIDAD;340;CURITIBA;82030320;
VILA EDE       ;2088;REGIAO 19 S.PAULO S;2219120;
JARDIM NOVA CON;2207;TAPIRAI;18182060;
JARDIM SAPOPEMB;2069;REGIAO 16 S.PAULO P;3976090;
JARDIM MONTE CR;2076;SUZANO;8620350;
VILA TESOURO   ;262;SAO JOSE DOS CAMPOS;12221450;
JARDIM ANGELINA;2054;REGIAO 9 SAO PAULO I (2) - B;4835120;
VL LISBOA      ;2055;REGIAO 9 SAO PAULO I (1);4776904;
VILA NOSSA SENH;0;ARARAQUARA;14801460;
RAIA           ;352;PARANAGUA;83206204;
CAMPESTRE DA FA;348;SAO JOSE DOS PINHAIS;83023400;
JARDIM SANTO ES;2028;CARAPICUIBA;6331115;
JARDIM PAULISTA;2036;REGIAO 21 S.PAULO U - RISCO;2812010;
ROCHDALE       ;2022;OSASCO II;6226008;
JARDIM SAO JOSE;261;JACAREI;12327667;
Vale dos Eucali;261;GUARAREMA;8900000;
PEREQUE ACU    ;260;UBATUBA;11695138;
VILA NOVA      ;265;SANTOS;11013350;
CENTRO         ;340;CURITIBA CENTRO;80420080;
CENTRO         ;0;UBARANA;15225019;
JARDIM EROISI  ;213;LEME;13610564;
JARDIM ELZA    ;2099;REGIAO 22 S.PAULO-V I;8121350;
JARDIM SANTA AN;2292;MARILIA;17512260;
JARDIM CALIFORN;2292;MARILIA;17527350;
JARDIM PARATEI ;261;GUARAREMA;8900000;
CIDADE MORUMBI ;262;SAO JOSE DOS CAMPOS;12236490;
MOMBACA        ;258;PINDAMONHANGABA - B;12425100;
JARDIM MIRIAM  ;2063;REGIAO 7 SAO PAULO G;4426000;
JARDIM ESPERANC;2096;MOGI DAS CRUZES;8743440;
CONJUNTO RESIDE;2096;MOGI DAS CRUZES;8793000;
MIAMI RIVIERA  ;2077;SANTO ANDRE A;9133130;
 ZN RURAL DISTR;0;NOVA ALIANCA;15210000;
CENTRO         ;0;BATATAIS;14300077;
VILA MENCK     ;2022;OSASCO II;6270310;
JARDIM PEROLA  ;2074;FERRAZ VASCONCELLOS;8544440;
LOT JARDIM DOS ;259;TREMEMBE;12120302;
AFONSO PENA    ;348;SAO JOSE DOS PINHAIS;83045100;
JARDIM VISTA AL;2097;BIRITIBA MIRIM;8940000;
CID ANTONIO EST;2071;REGIAO 22 S.PAULO V;8225270;
JARDIM MARCONDE;261;JACAREI;12305021;
SERTAO DO UBATU;260;UBATUBA;11680970;
TATUAPE        ;2067;REGIAO 15 S.PAULO O;3081015;
VILA AMELIA    ;2075;POA;8564320;
PARQUE SANTO AN;259;TAUBATE;12061000;
PARQUE SAVOY CI;2068;REGIAO 17 S.PAULO Q;3570100;
MIGUEL VIEIRA  ;257;POTIM;12526726;
JARDIM SAO PEDR;2073;REGIAO 22 S.PAULO V;8420620;
PONTA DA PRAIA ;265;SANTOS;11030351;
CAMPO GRANDE   ;265;SANTOS;11075410;
VILA SANTA ROSA;263;CUBATAO;11515000;
AREIA BRANCA   ;265;SANTOS;11086500;
PLANALTO       ;2081;SAO BERNARDO DO CAMP II;9895110;
JARDIM IPANEMA ;2055;REGIAO 9 SAO PAULO I (1);4784230;
JARDIM BARTIRA ;2099;REGIAO 22 S.PAULO-V I;8151000;
JARDIM SAO CARL;2098;REGIAO 22 S.PAULO V;8062630;
JARDIM PLANALTO;2091;GUARULHOS B;7140545;
JARDIM ALAMO   ;2091;GUARULHOS B;7176660;
JARDIM PAOLA   ;0;DESCALVADO;13690000;
VL CRISTAL     ;0;BRODOSQUI;14340000;
VILA MAJOR CICE;0;BEBEDOURO;14702038;
CIDADE JARDIM  ;348;SAO JOSE DOS PINHAIS;83035452;
VALE DO SOL    ;0;MIRASSOL;15130000;
JARDIM ALVORADA;2232;JAÚ;17210410;
VILA JAGUARA   ;2037;REGIAO 21 S.PAULO U;5118070;
SAO BENEDITO   ;257;GUARATINGUETA;12502350;
CATIAPOA       ;268;SAO VICENTE;11390300;
LOTEAMENTO SOLO;0;CATANDUVA;15808155;
CHACARA SAO SIL;259;TAUBATE;12085040;
Alto do Gouveia;255;CUNHA;12530000;
VILA BAETA NEVE;2081;SAO BERNARDO DO CAMP;9760280;
BAETA NEVES    ;2081;SAO BERNARDO DO CAMP;9760130;
PARQUE SAO VICE;268;SAO VICENTE;11360220;
JABAQUARA      ;265;SANTOS;11013552;
JARDIM MARCHESI;0;RIBEIRAO PRETO;14031150;
CAMPOS ELISEOS ;0;RIBEIRAO PRETO;14080560;
VILA RENATO    ;2069;REGIAO 16 S.PAULO P;3979080;
JARDIM DO ESTAD;2077;SANTO ANDRE A;9172180;
SANTANA        ;2088;REGIAO 19 S.PAULO S;2022010;
PARQUE DAS NACO;2077;SANTO ANDRE A;9280360;
JD ORATORIO    ;2078;MAUA;9381180;
JARDIM SILVIA  ;2018;EMBU;6804280;
PARQUE RESIDENC;0;TANABI;15175080;
BOM JESUS      ;348;SAO JOSE DOS PINHAIS;83025180;
CENTRO         ;345;PALMEIRA;84130000;
CONTORNO       ;345;PONTA GROSSA;84061440;
VILA BRASIL    ;2204;CRUZEIRO;12703490;
VILA IZABEL    ;2092;GUARULHOS C;7241330;
SAO MARCOS     ;348;SAO JOSE DOS PINHAIS;83090492;
SITIO CERCADO  ;340;CURITIBA;81900728;
VL REZENDE     ;0;FRANCA;14406512;
JARDIM ALTOS DE;262;SAO JOSE DOS CAMPOS;12214250;
CRUZ           ;2204;LORENA;12606280;
ESPLANADA DOS B;268;SAO VICENTE;11340350;
SITIO PAECARA  ;264;GUARUJA;11461550;
CIDADE SOBERANA;2091;GUARULHOS B;7161200;
JARDIM ZAIRA   ;2090;GUARULHOS A;7095070;
VILA ROBERTINA ;2095;REGIAO 18 S.PAULO R;3807320;
VILA ENGENHO NO;2032;BARUERI;6416180;
JARDIM DAS GRAC;2023;REGIAO 20 S.PAULO T 2;2701000;
CJ HABIT JD S B;2053;REGIAO 10 S.PAULO J (3);5886410;
CENTRO         ;2032;ITAPEVI;6653005;
TATUAPE        ;2067;REGIAO 15 S.PAULO O;3077050;
VILA ALPINA    ;2069;REGIAO 16 S.PAULO P;3211070;
PARQUE RIBEIRAO;0;RIBEIRAO PRETO;14031050;
CENTRO         ;683;SAO JOSE DO RIO PARDO;13720000;
JARDIM SANTA RO;0;JABOTICABAL;14875280;
VL APARECIDA   ;213;RIO CLARO;13500550;
JULIO MORETTI  ;0;STA ROSA DE VITERBO;14270000;
VILA BELA      ;343;ILHA DOS VALADARES (DIST);83252000;
CENTRO         ;2220;PIRAPOZINHO;19200000;
CENTRO         ;2235;GUAIMBE;16480011;
JARDIM ANCHIETA;2292;OURINHOS;19915570;
CAJURU         ;340;CURITIBA;82990205;
ABRANCHES      ;340;CURITIBA;82220555;
 JD NOVA CONQUI;2207;TAPIRAI;18180000;
VILA EMA       ;2069;REGIAO 16 S.PAULO P;3283080;
VILA PRUDENTE  ;2066;REGIAO 14 S.PAULO N;3134001;
JARDIM SANTA BA;2091;GUARULHOS B;7191330;
JARDIM SAO BENT;2053;REGIAO 10 S.PAULO J (3);5882370;
VILA AUREA     ;2075;POA;8554430;
VILA URUPES    ;2076;SUZANO;8615000;
PIQUERI        ;2036;REGIAO 21 S.PAULO U;2913090;
JARDIM GUMERCIN;2090;GUARULHOS A;7090090;
JARDIM ROBRU   ;2099;REGIAO 22 S.PAULO-V I;8150260;
CANTAGALO      ;345;CASTRO;84178490;
PARQUE DA FONTE;348;SAO JOSE DOS PINHAIS;83050632;
VILA ORTIZ     ;2235;GUARANTA;16570126;
JARDIM EUROPA  ;2217;ANDRADINA;16903065;
MORADA DO SOL  ;2218;BARBOSA;16350282;
JD. PRIMAVERA  ;0;SERRANA;14150000;
VILA ALEMA     ;213;RIO CLARO;13506640;
RECANTO DAS HOR;2210;IBIUNA;18150542;
JARDIM COLORADO;2067;REGIAO 15 S.PAULO O;3386040;
PARQUE RESIDENC;0;VOTUPORANGA;15505103;
JARDIM HERCULAN;0;RIBEIRAO PRETO;14060840;
VILA BANCARIA  ;213;LEME;13610580;
VILA FORMOSA   ;0;FRANCA;14405155;
VILA SANTA TERE;0;FRANCA;14409297;
CENTREVILLE    ;0;SAO CARLOS;13560710;
PEDREIRA       ;269;REGISTRO;11900000;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1313020;
VILA LAGEADO   ;2039;REGIAO 13 S.PAULO M;5338000;
CENTRO         ;2082;DIADEMA;9910170;
PARQUE RESIDENC;2094;ITAQUAQUECETUBA;8584190;
VILA REAL      ;2092;GUARULHOS C;7261700;
CID IND SATELIT;2092;GUARULHOS C;7231180;
JARDIM SANTA IN;2091;GUARULHOS B;7141180;
BROOKLIN PAULIS;2011;REGIAO 8 SAO PAULO H;4561909;
JARDIM AMALIA  ;2053;REGIAO 10 S.PAULO J (3);5892360;
CJ HABITACIONAL;0;STA CRUZ RIO PARDO;18915370;
VILA MARGARIDA ;2292;OURINHOS;19907235;
PLANALTO VERDE ;0;RIBEIRAO PRETO;14056110;
ITALIA         ;348;SAO JOSE DOS PINHAIS;83020335;
SAO MIGUEL     ;340;CURITIBA;81452320;
RESIDENCIAL SAO;2033;FRANCISCO MORATO;7996040;
JARDIM ALICE   ;2035;FRANCO DA ROCHA;7808240;
PARADA XV DE NO;2071;REGIAO 22 S.PAULO V;8245540;
VILA SILVA TELE;2099;REGIAO 22 S.PAULO-V I;8110150;
JARDIM VIRGINIA;2088;REGIAO 19 S.PAULO S;2356000;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
JARDIM MONTEIRO;264;GUARUJA;11462320;
JARDIM NOVA LEM;213;LEME;13612070;
PORTAL DA CIDAD;0;MIRASSOL;15133296;
SITIO PAECARA  ;264;GUARUJA;11461550;
CENTRO         ;0;UBARANA;15225019;
CJ HB FRANCISCO;0;TAQUARITINGA;15903350;
ALPHAVILLE     ;2025;SANTANA DO PARNAIBA;6540430;
Cerro Verde    ;345;QUITANDINHA;83840000;
CIDADE INDUSTRI;340;CURITIBA;81450060;
ALTO BOQUEIRAO ;340;CURITIBA;81770290;
CONSOLACAO     ;213;RIO CLARO;13500120;
CIDADE CENTENAR;2069;REGIAO 16 S.PAULO P;3933020;
VILA MAZZEI    ;2077;SANTO ANDRE A;9172490;
PQ RES LAURIANO;0;S.JOSE DO RIO PRETO;15040370;
VILA BANCARIA  ;2069;REGIAO 16 S.PAULO P;3918040;
JARDIM IBITIRAM;2066;REGIAO 14 S.PAULO N;3153110;
JARDIM LOURDES ;2073;REGIAO 22 S.PAULO V;8452440;
VILA CARRAO    ;2067;REGIAO 15 S.PAULO O;3446050;
CENTRO         ;0;JOSE BONIFACIO;15200000;
HIGIENOPOLIS   ;0;CATANDUVA;15804035;
APARECIDA      ;265;SANTOS;11040271;
ENGENHO        ;2017;ITAPECERICA DA SERRA;6851450;
PRQ STO ANTONIO;2053;REGIAO 10 S.PAULO J (3);5852410;
VILA MENCK     ;2022;OSASCO II;6270260;
VILA ROSALINA  ;2035;FRANCO DA ROCHA;7807170;
VILA PALMEIRAS ;2023;REGIAO 20 S.PAULO T 2;2726090;
JARDIM ADELFIOR;2030;REGIAO 23 S.PAULO X;5223030;
BAETA NEVES    ;2081;SAO BERNARDO DO CAMP;9760281;
VILA VOTURUA   ;268;SAO VICENTE;11380090;
NOVA MIRIM     ;266;PRAIA GRANDE;11717145;
TRES MARIAS    ;348;SAO JOSE DOS PINHAIS;83030680;
JARDIM DA RAINH;2032;ITAPEVI;6656500;
VILA ANTONINA  ;2067;REGIAO 15 S.PAULO O;3412030;
PARQUE COLONIAL;2069;REGIAO 16 S.PAULO P;3967010;
JARDIM TIETE   ;2069;REGIAO 16 S.PAULO P;3944165;
PARQUE EDU CHAV;2088;REGIAO 19 S.PAULO S;2231000;
LAUZANE PAULIST;2023;REGIAO 20 S.PAULO T;2430001;
KM 18          ;2022;OSASCO I;6192150;
FERRAZ         ;0;PALMARES PAULISTA;15828054;
JARDIM ITAMARAT;213;ARARAS;13606752;
JARDIM SAO MARC;2018;EMBU;6814010;
